model,category,subtype,pair,layer,patch_type,alpha,progress,kl_ratio,logit_delta_ratio,patch_norm,a_ref_norm,b_ref_norm,norm_ratio_to_a,norm_ratio_to_b,norm_z,max_abs_norm_z,finite,off_manifold,high_progress,over_conversion,negative_progress,labels
glm4,style,concise,style_concise_meeting,6,resid_in,0.750000,0.890231,0.013852,0.910088,265.420990,265.433472,265.426575,0.999953,0.999979,0.014724,0.014724,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,6,resid_in,1.000000,0.900298,0.008419,0.911997,265.428833,265.433472,265.426575,0.999983,1.000009,0.067943,0.067943,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,6,resid_out,1.000000,0.900421,0.008967,0.911940,271.251984,271.262024,271.250122,0.999963,1.000007,0.068754,0.068754,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,7,resid_out,0.750000,0.886794,0.018131,0.919841,293.281036,293.308014,293.292969,0.999908,0.999959,-0.033965,0.033965,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,7,resid_in,1.000000,0.900421,0.008967,0.911940,271.251984,271.262024,271.250122,0.999963,1.000007,0.068754,0.068754,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,7,resid_out,1.000000,0.899145,0.008401,0.909796,293.296112,293.308014,293.292969,0.999959,1.000011,0.071108,0.071108,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,8,resid_in,0.750000,0.886794,0.018131,0.919841,293.281036,293.308014,293.292969,0.999908,0.999959,-0.033965,0.033965,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,8,resid_out,0.750000,0.905304,0.021924,0.942244,316.114136,316.139160,316.131500,0.999921,0.999945,-0.044306,0.044306,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,8,resid_in,1.000000,0.899145,0.008401,0.909796,293.296112,293.308014,293.292969,0.999959,1.000011,0.071108,0.071108,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_meeting,8,resid_out,1.000000,0.901658,0.008270,0.911995,316.134796,316.139160,316.131500,0.999986,1.000010,0.101675,0.101675,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,0,resid_in,0.750000,0.918006,0.006340,0.938410,0.251034,0.278913,0.282364,0.900043,0.889041,-0.961080,0.961080,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,0,resid_out,0.750000,0.844878,0.007447,0.889795,8.208376,8.229717,8.214157,0.997407,0.999296,-1.261024,1.261024,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,0,resid_in,1.000000,0.926608,0.006077,0.947411,0.282365,0.278913,0.282364,1.012376,1.000002,-0.170627,0.170627,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,0,resid_out,1.000000,0.895126,0.007473,0.915657,8.214180,8.229717,8.214157,0.998112,1.000003,-1.087908,1.087908,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,1,resid_in,0.750000,0.844878,0.007447,0.889795,8.208376,8.229717,8.214157,0.997407,0.999296,-1.261024,1.261024,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,1,resid_in,1.000000,0.895126,0.007473,0.915657,8.214180,8.229717,8.214157,0.998112,1.000003,-1.087908,1.087908,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,1,resid_out,1.000000,0.904346,0.004605,0.919852,14.770767,14.803280,14.770748,0.997804,1.000001,-1.029998,1.029998,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,2,resid_out,0.750000,0.864789,0.005534,0.938120,15.538659,15.601174,15.558855,0.995993,0.998702,-1.223624,1.223624,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,2,resid_in,1.000000,0.904346,0.004605,0.919852,14.770767,14.803280,14.770748,0.997804,1.000001,-1.029998,1.029998,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,2,resid_out,1.000000,0.923957,0.003673,0.940783,15.558855,15.601174,15.558855,0.997287,1.000000,-0.965076,0.965076,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,3,resid_in,0.750000,0.864789,0.005534,0.938120,15.538659,15.601174,15.558855,0.995993,0.998702,-1.223624,1.223624,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,3,resid_out,0.750000,0.864930,0.007924,0.920140,15.660131,15.759890,15.690430,0.993670,0.998069,-0.893397,0.893397,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,3,resid_in,1.000000,0.923957,0.003673,0.940783,15.558855,15.601174,15.558855,0.997287,1.000000,-0.965076,0.965076,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,3,resid_out,1.000000,0.920309,0.003623,0.936305,15.690440,15.759890,15.690430,0.995593,1.000001,-0.685785,0.685785,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,4,resid_in,0.750000,0.864930,0.007924,0.920140,15.660131,15.759890,15.690430,0.993670,0.998069,-0.893397,0.893397,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,4,resid_in,1.000000,0.920309,0.003623,0.936305,15.690440,15.759890,15.690430,0.995593,1.000001,-0.685785,0.685785,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,4,resid_out,1.000000,0.913365,0.003026,0.928332,253.621658,253.626587,253.619522,0.999981,1.000008,0.037384,0.037384,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,5,resid_in,1.000000,0.913365,0.003026,0.928332,253.621658,253.626587,253.619522,0.999981,1.000008,0.037384,0.037384,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,5,resid_out,1.000000,0.910776,0.002504,0.925448,265.420105,265.425873,265.418152,0.999978,1.000007,0.008719,0.008719,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,6,resid_in,1.000000,0.910776,0.002504,0.925448,265.420105,265.425873,265.418152,0.999978,1.000007,0.008719,0.008719,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,6,resid_out,1.000000,0.915473,0.003440,0.931133,271.238068,271.244202,271.236328,0.999977,1.000006,-0.026718,0.026718,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,7,resid_in,1.000000,0.915473,0.003440,0.931133,271.238068,271.244202,271.236328,0.999977,1.000006,-0.026718,0.026718,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,7,resid_out,1.000000,0.904601,0.003377,0.921742,293.275146,293.285675,293.272522,0.999964,1.000009,-0.075015,0.075015,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,8,resid_out,0.750000,0.843498,0.005136,0.903067,316.097198,316.118073,316.106995,0.999934,0.999969,-0.163981,0.163981,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,8,resid_in,1.000000,0.904601,0.003377,0.921742,293.275146,293.285675,293.272522,0.999964,1.000009,-0.075015,0.075015,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,concise,style_concise_plan,8,resid_out,1.000000,0.909685,0.003934,0.924360,316.110138,316.118073,316.106995,0.999975,1.000010,-0.072554,0.072554,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,attn_out,0.250000,-0.159894,1.025395,0.405120,0.826870,0.839118,0.804909,0.985404,1.027283,-0.340068,0.340068,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,0,resid_in,0.500000,0.801320,0.258739,1.086808,0.208184,0.267293,0.262172,0.778859,0.794073,-2.042128,2.042128,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,resid_out,0.500000,0.894124,0.016615,0.962399,8.209373,8.227287,8.225542,0.997823,0.998034,-1.231299,1.231299,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,attn_out,0.500000,-0.194835,1.055502,0.467931,0.817273,0.839118,0.804909,0.973967,1.015361,-0.480494,0.480494,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,0,resid_in,0.750000,0.950456,0.016193,0.982252,0.222140,0.267293,0.262172,0.831071,0.847305,-1.690036,1.690036,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,resid_out,0.750000,0.958954,0.016834,0.986619,8.213218,8.227287,8.225542,0.998290,0.998502,-1.116609,1.116609,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,attn_out,0.750000,-0.196614,1.048417,0.488260,0.810209,0.839118,0.804909,0.965549,1.006584,-0.583866,0.583866,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,0,mlp_out,0.750000,0.890785,0.014239,0.941667,8.025751,8.036022,8.035757,0.998722,0.998755,-0.926036,0.926036,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,resid_in,1.000000,0.941893,0.019783,0.970905,0.262173,0.267293,0.262172,0.980843,1.000003,-0.680050,0.680050,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,resid_out,1.000000,0.940127,0.020350,0.969616,8.225567,8.227287,8.225542,0.999791,1.000003,-0.748273,0.748273,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,0,attn_out,1.000000,-0.176862,1.033340,0.499625,0.804909,0.839118,0.804909,0.959233,1.000000,-0.661413,0.661413,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,0,mlp_out,1.000000,0.920242,0.024220,0.955146,8.035791,8.036022,8.035757,0.999971,1.000004,-0.570454,0.570454,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,resid_out,0.250000,0.886941,0.263480,1.423095,14.759576,14.779232,14.786779,0.998670,0.998160,-1.292098,1.292098,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,attn_out,0.250000,-0.051896,1.004420,0.185619,0.475536,0.498791,0.580315,0.953376,0.819443,-0.875973,0.875973,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,1,resid_in,0.500000,0.894124,0.016615,0.962399,8.209373,8.227287,8.225542,0.997823,0.998034,-1.231299,1.231299,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,resid_out,0.500000,0.957535,0.016656,1.010509,14.754202,14.779232,14.786779,0.998306,0.997797,-1.417956,1.417956,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,mlp_out,0.500000,0.943491,0.260942,1.367658,7.198489,7.221628,7.226489,0.996796,0.996125,-1.526968,1.526968,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,resid_in,0.750000,0.958954,0.016834,0.986619,8.213218,8.227287,8.225542,0.998290,0.998502,-1.116609,1.116609,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,resid_out,0.750000,0.957789,0.018147,0.987757,14.763324,14.779232,14.786779,0.998924,0.998414,-1.204322,1.204322,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,mlp_out,0.750000,0.991356,0.060102,1.135880,7.206116,7.221628,7.226489,0.997852,0.997181,-1.253330,1.253330,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,resid_in,1.000000,0.940127,0.020350,0.969616,8.225567,8.227287,8.225542,0.999791,1.000003,-0.748273,0.748273,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,resid_out,1.000000,0.941345,0.019886,0.970783,14.786796,14.779232,14.786779,1.000512,1.000001,-0.654614,0.654614,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,1,mlp_out,1.000000,0.992224,0.024231,1.062004,7.226504,7.221628,7.226489,1.000675,1.000002,-0.521856,0.521856,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_in,0.250000,0.886941,0.263480,1.423095,14.759576,14.779232,14.786779,0.998670,0.998160,-1.292098,1.292098,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_out,0.250000,0.847685,0.499640,1.327223,15.525604,15.564754,15.572902,0.997485,0.996963,-1.390752,1.390752,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_in,0.500000,0.957535,0.016656,1.010509,14.754202,14.779232,14.786779,0.998306,0.997797,-1.417956,1.417956,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_out,0.500000,0.990999,0.012901,1.043030,15.513796,15.564754,15.572902,0.996726,0.996205,-1.541922,1.541922,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_in,0.750000,0.957789,0.018147,0.987757,14.763324,14.779232,14.786779,0.998924,0.998414,-1.204322,1.204322,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_out,0.750000,0.954740,0.020643,0.986618,15.529564,15.564754,15.572902,0.997739,0.997217,-1.340060,1.340060,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,mlp_out,0.750000,0.858387,0.326729,1.362666,1.312883,1.456284,1.443907,0.901530,0.909257,-1.652454,1.652454,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_in,1.000000,0.941345,0.019886,0.970783,14.786796,14.779232,14.786779,1.000512,1.000001,-0.654614,0.654614,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,resid_out,1.000000,0.938338,0.020384,0.968314,15.572904,15.564754,15.572902,1.000524,1.000000,-0.785227,0.785227,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,2,mlp_out,1.000000,0.898911,0.160618,1.095255,1.443908,1.456284,1.443907,0.991502,1.000001,-0.911863,0.911863,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_in,0.250000,0.847685,0.499640,1.327223,15.525604,15.564754,15.572902,0.997485,0.996963,-1.390752,1.390752,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_in,0.500000,0.990999,0.012901,1.043030,15.513796,15.564754,15.572902,0.996726,0.996205,-1.541922,1.541922,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_out,0.500000,1.005569,0.015492,1.059608,15.591395,15.664143,15.688296,0.995356,0.993823,-1.364212,1.364212,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_in,0.750000,0.954740,0.020643,0.986618,15.529564,15.564754,15.572902,0.997739,0.997217,-1.340060,1.340060,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_out,0.750000,0.968036,0.014245,0.996645,15.618570,15.664143,15.688296,0.997091,0.995556,-1.178072,1.178072,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_in,1.000000,0.938338,0.020384,0.968314,15.572904,15.564754,15.572902,1.000524,1.000000,-0.785227,0.785227,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,3,resid_out,1.000000,0.945360,0.020399,0.973872,15.688293,15.664143,15.688296,1.001542,1.000000,-0.700496,0.700496,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,resid_out,0.250000,0.833118,0.320671,1.217071,253.615570,253.620056,253.620483,0.999982,0.999981,-0.003563,0.003563,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,resid_in,0.500000,1.005569,0.015492,1.059608,15.591395,15.664143,15.688296,0.995356,0.993823,-1.364212,1.364212,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,resid_out,0.500000,1.015302,0.017381,1.065364,253.613495,253.620056,253.620483,0.999974,0.999972,-0.017520,0.017520,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,resid_in,0.750000,0.968036,0.014245,0.996645,15.618570,15.664143,15.688296,0.997091,0.995556,-1.178072,1.178072,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,resid_out,0.750000,0.966413,0.016510,0.996319,253.615845,253.620056,253.620483,0.999983,0.999982,-0.001716,0.001716,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,attn_out,0.750000,-0.061821,1.007341,0.310278,1.748603,1.761711,1.863349,0.992560,0.938420,-0.362425,0.362425,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,4,resid_in,1.000000,0.945360,0.020399,0.973872,15.688293,15.664143,15.688296,1.001542,1.000000,-0.700496,0.700496,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,resid_out,1.000000,0.952515,0.017416,0.979222,253.622650,253.620056,253.620483,1.000010,1.000009,0.044055,0.044055,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,4,attn_out,1.000000,-0.069188,1.071139,0.386817,1.863351,1.761711,1.863349,1.057694,1.000001,0.298876,0.298876,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_help,5,resid_in,0.250000,0.833118,0.320671,1.217071,253.615570,253.620056,253.620483,0.999982,0.999981,-0.003563,0.003563,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,5,resid_in,0.500000,1.015302,0.017381,1.065364,253.613495,253.620056,253.620483,0.999974,0.999972,-0.017520,0.017520,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,5,resid_out,0.500000,1.008366,0.014105,1.058658,265.412201,265.423126,265.421234,0.999959,0.999966,-0.044915,0.044915,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,5,resid_in,0.750000,0.966413,0.016510,0.996319,253.615845,253.620056,253.620483,0.999983,0.999982,-0.001716,0.001716,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,5,resid_out,0.750000,0.958459,0.013616,0.988367,265.414673,265.423126,265.421234,0.999968,0.999975,-0.028141,0.028141,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,5,resid_in,1.000000,0.952515,0.017416,0.979222,253.622650,253.620056,253.620483,1.000010,1.000009,0.044055,0.044055,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,5,resid_out,1.000000,0.954139,0.013144,0.978093,265.423096,265.423126,265.421234,1.000000,1.000007,0.029012,0.029012,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,6,resid_in,0.500000,1.008366,0.014105,1.058658,265.412201,265.423126,265.421234,0.999959,0.999966,-0.044915,0.044915,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,6,resid_out,0.500000,1.012844,0.015259,1.062823,271.229034,271.244415,271.241638,0.999943,0.999954,-0.088691,0.088691,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,6,resid_in,0.750000,0.958459,0.013616,0.988367,265.414673,265.423126,265.421234,0.999968,0.999975,-0.028141,0.028141,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,6,resid_out,0.750000,0.976510,0.011644,1.004899,271.232269,271.244415,271.241638,0.999955,0.999965,-0.066498,0.066498,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,6,resid_in,1.000000,0.954139,0.013144,0.978093,265.423096,265.423126,265.421234,1.000000,1.000007,0.029012,0.029012,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,6,resid_out,1.000000,0.964077,0.011223,0.986540,271.243256,271.244415,271.241638,0.999996,1.000006,0.008875,0.008875,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,7,resid_in,0.500000,1.012844,0.015259,1.062823,271.229034,271.244415,271.241638,0.999943,0.999954,-0.088691,0.088691,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,7,resid_out,0.500000,0.978132,0.017722,1.026947,293.260376,293.283936,293.273071,0.999920,0.999957,-0.177961,0.177961,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,7,resid_in,0.750000,0.976510,0.011644,1.004899,271.232269,271.244415,271.241638,0.999955,0.999965,-0.066498,0.066498,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,7,resid_out,0.750000,0.971605,0.009527,0.999980,293.262909,293.283936,293.273071,0.999928,0.999965,-0.160307,0.160307,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,7,resid_in,1.000000,0.964077,0.011223,0.986540,271.243256,271.244415,271.241638,0.999996,1.000006,0.008875,0.008875,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,7,resid_out,1.000000,0.965342,0.011184,0.987813,293.275818,293.283936,293.273071,0.999972,1.000009,-0.070336,0.070336,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,resid_in,0.500000,0.978132,0.017722,1.026947,293.260376,293.283936,293.273071,0.999920,0.999957,-0.177961,0.177961,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,resid_out,0.500000,0.997594,0.022767,1.044728,316.085632,316.114838,316.100220,0.999908,0.999954,-0.245705,0.245705,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,resid_in,0.750000,0.971605,0.009527,0.999980,293.262909,293.283936,293.273071,0.999928,0.999965,-0.160307,0.160307,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,resid_out,0.750000,0.975850,0.011546,1.006193,316.088226,316.114838,316.100220,0.999916,0.999962,-0.227376,0.227376,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,resid_in,1.000000,0.965342,0.011184,0.987813,293.275818,293.283936,293.273071,0.999972,1.000009,-0.070336,0.070336,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,resid_out,1.000000,0.969173,0.011457,0.991567,316.103394,316.114838,316.100220,0.999964,1.000010,-0.120208,0.120208,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_help,8,attn_out,1.000000,-0.051117,0.990460,0.167172,1.626748,1.574139,1.626745,1.033421,1.000002,-1.070463,1.070463,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_send,0,attn_out,0.250000,-0.107222,0.943452,0.373650,0.813413,0.827631,0.784602,0.982822,1.036721,-0.536975,0.536975,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_send,0,resid_in,0.500000,1.028304,0.149785,1.251815,0.196679,0.250057,0.244556,0.786535,0.804229,-2.332383,2.332383,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_send,0,resid_out,0.500000,0.997991,0.036080,1.066125,8.203934,8.218596,8.218865,0.998216,0.998183,-1.393521,1.393521,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_send,0,attn_out,0.500000,-0.101642,0.930102,0.414875,0.801281,0.827631,0.784602,0.968163,1.021258,-0.714503,0.714503,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_send,0,mlp_out,0.500000,0.806113,1.024074,1.217287,8.019184,8.030131,8.032086,0.998637,0.998394,-1.158609,1.158609,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_send,0,resid_in,0.750000,0.964461,0.032242,1.010365,0.208857,0.250057,0.244556,0.835237,0.854027,-2.025137,2.025137,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_send,0,resid_out,0.750000,0.971506,0.029145,1.008433,8.207677,8.218596,8.218865,0.998671,0.998639,-1.281874,1.281874,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,style,formal,style_formal_send,0,attn_out,0.750000,-0.082458,0.915640,0.433756,0.791483,0.827631,0.784602,0.956324,1.008770,-0.857882,0.857882,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
glm4,style,formal,style_formal_send,0,mlp_out,0.750000,0.972757,0.031042,1.026554,8.022667,8.030131,8.032086,0.999070,0.998827,-1.035264,1.035264,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
