model,category,subtype,pair,layer,patch_type,alpha,progress,kl_ratio,logit_delta_ratio,patch_norm,a_ref_norm,b_ref_norm,norm_ratio_to_a,norm_ratio_to_b,norm_z,max_abs_norm_z,finite,off_manifold,high_progress,over_conversion,negative_progress,labels
qwen3,recursive,center_embedding,recx_center_report,7,resid_out,1.000000,-0.447540,0.240141,1.193185,6737.974609,6737.775879,6737.925293,1.000029,1.000007,-0.933250,0.933250,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_report,8,resid_in,0.500000,-0.242473,0.452797,0.812683,6737.710449,6737.775879,6737.925293,0.999990,0.999968,-0.933456,0.933456,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_report,8,resid_out,0.500000,-0.161742,0.515471,0.688965,6737.910645,6738.105469,6738.147461,0.999971,0.999965,-0.933460,0.933460,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_report,8,resid_in,0.750000,-0.388347,0.254482,1.107601,6737.795898,6737.775879,6737.925293,1.000003,0.999981,-0.933389,0.933389,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_report,8,resid_out,0.750000,-0.375849,0.249928,1.107525,6737.989258,6738.105469,6738.147461,0.999983,0.999977,-0.933398,0.933398,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_report,8,resid_in,1.000000,-0.447540,0.240141,1.193185,6737.974609,6737.775879,6737.925293,1.000029,1.000007,-0.933250,0.933250,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_report,8,resid_out,1.000000,-0.439678,0.218472,1.193047,6738.203125,6738.105469,6738.147461,1.000014,1.000008,-0.933231,0.933231,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,0,attn_out,0.250000,-0.086422,0.685090,0.691441,9.290939,9.518692,11.095888,0.976073,0.837332,-0.006624,0.006624,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,1,mlp_out,0.250000,-0.069851,1.052741,0.283617,48.509026,48.654381,48.762081,0.997012,0.994810,-0.545601,0.545601,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,1,mlp_out,0.500000,-0.136404,0.856304,0.506225,48.478764,48.654381,48.762081,0.996391,0.994190,-0.546973,0.546973,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,1,mlp_out,0.750000,-0.114407,0.670226,0.659262,48.563213,48.654381,48.762081,0.998126,0.995922,-0.543144,0.543144,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,4,attn_out,1.000000,-0.056769,1.046971,0.245139,12.526776,8.129281,12.526756,1.540945,1.000002,1.253212,1.253212,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,5,attn_out,0.250000,-0.127158,1.044428,0.198313,10.883813,11.578893,15.351987,0.939970,0.708951,-1.042590,1.042590,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,5,attn_out,0.500000,-0.164518,1.090054,0.279694,11.408562,11.578893,15.351987,0.985290,0.743133,-0.853120,0.853120,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,5,attn_out,0.750000,-0.176809,1.163918,0.311058,13.008814,11.578893,15.351987,1.123494,0.847370,-0.275319,0.275319,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,5,attn_out,1.000000,-0.174696,1.238156,0.327418,15.352019,11.578893,15.351987,1.325862,1.000002,0.570738,0.570738,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,7,attn_out,0.500000,-0.058215,0.933492,0.328904,14.490309,12.839712,21.905890,1.128554,0.661480,-0.214321,0.214321,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,7,mlp_out,0.500000,-0.057884,0.872090,0.306533,33.483803,41.798523,42.919605,0.801076,0.780152,-0.752006,0.752006,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,7,attn_out,0.750000,-0.204770,0.898164,0.556124,17.798702,12.839712,21.905890,1.386223,0.812508,0.689189,0.689189,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,center_embedding,recx_center_actor,7,attn_out,1.000000,-0.211161,0.966524,0.580040,21.905914,12.839712,21.905890,1.706106,1.000001,1.810854,1.810854,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,1,mlp_out,0.500000,-0.098553,0.291205,0.999993,59.924847,60.201588,60.333191,0.995403,0.993232,-0.027903,0.027903,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,1,attn_out,0.750000,-0.121530,0.872275,0.526326,10.310650,11.320863,10.710210,0.910765,0.962694,0.458509,0.458509,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,1,attn_out,1.000000,-0.295108,0.429406,1.102463,10.710225,11.320863,10.710210,0.946061,1.000001,0.795260,0.795260,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,3,attn_out,0.250000,-0.150294,0.903659,0.293800,7.921739,8.268355,9.306336,0.958079,0.851220,-0.031259,0.031259,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,3,attn_out,0.500000,-0.128905,0.869298,0.325011,7.995936,8.268355,9.306336,0.967053,0.859193,0.011451,0.011451,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,3,mlp_out,1.000000,-0.110915,0.469701,0.699898,13.114052,13.518419,13.114034,0.970088,1.000001,-0.780044,0.780044,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,4,attn_out,0.250000,-0.149969,0.969701,0.374979,7.149251,7.775943,10.504782,0.919406,0.680571,-1.086418,1.086418,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,4,mlp_out,0.250000,-0.065209,1.038852,0.240795,24.645281,26.465807,26.394791,0.931212,0.933718,-0.441441,0.441441,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,5,attn_out,0.250000,-0.122615,0.968890,0.357606,11.975970,12.802199,14.291863,0.935462,0.837957,-0.648246,0.648246,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,5,attn_out,0.500000,-0.050608,0.894925,0.364767,11.972689,12.802199,14.291863,0.935206,0.837728,-0.649431,0.649431,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,5,mlp_out,0.500000,-0.062434,0.902794,0.295279,34.765789,39.669991,37.402222,0.876375,0.929511,-0.490206,0.490206,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,5,mlp_out,0.750000,-0.173998,0.547926,0.631803,35.118176,39.669991,37.402222,0.885258,0.938933,-0.429920,0.429920,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,5,mlp_out,1.000000,-0.221516,0.289658,0.896259,37.402252,39.669991,37.402222,0.942835,1.000001,-0.039160,0.039160,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,6,attn_out,0.250000,-0.153120,0.869109,0.445552,60.094006,60.390034,60.878620,0.995098,0.987112,-0.393803,0.393803,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,6,attn_out,0.500000,-0.161689,0.763493,0.527350,60.075653,60.390034,60.878620,0.994794,0.986810,-0.394628,0.394628,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,6,attn_out,0.750000,-0.190813,0.615376,0.640122,60.336842,60.390034,60.878620,0.999119,0.991101,-0.382892,0.382892,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_think_leave,6,attn_out,1.000000,-0.197789,0.558922,0.674777,60.878544,60.390034,60.878620,1.008089,0.999999,-0.358552,0.358552,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,0,attn_out,0.500000,0.966169,0.365623,1.319718,10.186729,10.565972,11.331099,0.964107,0.899006,0.521394,0.521394,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,0,mlp_out,0.500000,0.843714,0.111207,1.098311,19.915913,20.334450,23.730825,0.979417,0.839242,-0.526650,0.526650,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,0,attn_out,0.750000,1.028410,0.317887,1.362510,10.582863,10.565972,11.331099,1.001599,0.933966,0.754892,0.754892,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,4,mlp_out,0.250000,1.163709,1.135062,1.774593,27.992369,31.156530,31.355488,0.898443,0.892742,0.287108,0.287108,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_believe_win,4,resid_out,0.750000,0.944650,0.309339,1.196515,115.862701,123.138298,132.523605,0.940915,0.874280,0.446712,0.446712,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,4,attn_out,1.000000,-0.050557,0.619849,0.554545,12.148402,9.040606,12.148383,1.343760,1.000002,1.088591,1.088591,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,5,resid_out,0.250000,1.033083,0.155505,1.537950,111.763817,121.988129,133.935089,0.916186,0.834463,0.234879,0.234879,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,5,resid_in,0.750000,0.944650,0.309339,1.196515,115.862701,123.138298,132.523605,0.940915,0.874280,0.446712,0.446712,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,5,mlp_out,1.000000,1.145180,0.445888,1.704491,41.174698,39.854595,41.174690,1.033123,1.000000,0.606231,0.606231,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_believe_win,6,resid_in,0.250000,1.033083,0.155505,1.537950,111.763817,121.988129,133.935089,0.916186,0.834463,0.234879,0.234879,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,6,resid_out,0.250000,0.814291,0.227243,1.325606,8806.265625,8806.274414,8806.400391,0.999999,0.999985,0.680333,0.680333,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,6,mlp_out,0.500000,1.040558,1.213296,1.670764,8806.008789,8806.022461,8806.021484,0.999998,0.999999,0.680330,0.680330,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,6,mlp_out,0.750000,1.390949,0.181197,2.027417,8806.015625,8806.022461,8806.021484,0.999999,0.999999,0.680335,0.680335,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_believe_win,7,resid_in,0.250000,0.814291,0.227243,1.325606,8806.265625,8806.274414,8806.400391,0.999999,0.999985,0.680333,0.680333,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_believe_win,7,mlp_out,0.750000,1.390779,1.980661,2.054072,34.221661,42.235020,39.141148,0.810267,0.874314,-0.641399,0.641399,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_believe_win,7,mlp_out,1.000000,1.058433,1.359116,1.540651,39.141197,42.235020,39.141148,0.926747,1.000001,0.096053,0.096053,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_know_safe,5,resid_out,0.500000,0.821120,1.345038,1.189441,115.851013,131.031021,137.149918,0.884150,0.844703,0.399636,0.399636,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,5,resid_out,0.750000,0.802255,0.664682,0.944281,122.422348,131.031021,137.149918,0.934300,0.892617,0.664529,0.664529,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,5,resid_out,1.000000,0.824181,0.535003,0.958648,137.149857,131.031021,137.149918,1.046698,1.000000,1.258201,1.258201,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,6,resid_in,0.500000,0.821120,1.345038,1.189441,115.851013,131.031021,137.149918,0.884150,0.844703,0.399636,0.399636,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,6,resid_in,0.750000,0.802255,0.664682,0.944281,122.422348,131.031021,137.149918,0.934300,0.892617,0.664529,0.664529,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,6,resid_in,1.000000,0.824181,0.535003,0.958648,137.149857,131.031021,137.149918,1.046698,1.000000,1.258201,1.258201,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,6,resid_out,1.000000,0.803719,0.132050,0.921328,7471.614746,7471.479980,7471.580078,1.000018,1.000005,-0.360931,0.360931,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,7,resid_in,1.000000,0.803719,0.132050,0.921328,7471.614746,7471.479980,7471.580078,1.000018,1.000005,-0.360931,0.360931,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,7,resid_out,1.000000,0.831366,0.286444,0.940084,7471.571289,7471.459473,7471.528809,1.000015,1.000006,-0.360908,0.360908,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,8,resid_in,1.000000,0.831366,0.286444,0.940084,7471.571289,7471.459473,7471.528809,1.000015,1.000006,-0.360908,0.360908,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_know_safe,8,resid_out,1.000000,0.853201,0.713473,0.971147,7471.812012,7471.720215,7471.761719,1.000012,1.000007,-0.360867,0.360867,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,0,resid_out,0.750000,0.801519,0.278367,1.137467,27.701504,28.708105,30.651487,0.964937,0.903757,0.179623,0.179623,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,0,mlp_out,0.750000,0.903374,0.095643,1.155546,21.677269,22.602636,24.478176,0.959059,0.885575,0.056239,0.056239,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,0,resid_out,1.000000,0.829845,0.287428,1.196438,30.651529,28.708105,30.651487,1.067696,1.000001,0.962160,0.962160,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,0,mlp_out,1.000000,0.824443,0.217783,1.163749,24.478205,22.602636,24.478176,1.082980,1.000001,0.983157,0.983157,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,1,resid_out,0.500000,0.867916,0.165615,1.031725,77.493690,72.875221,104.438187,1.063375,0.742005,0.038658,0.038658,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,1,resid_in,0.750000,0.801519,0.278367,1.137467,27.701504,28.708105,30.651487,0.964937,0.903757,0.179623,0.179623,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,1,resid_out,0.750000,0.893188,0.115997,1.185907,89.026672,72.875221,104.438187,1.221632,0.852434,0.555771,0.555771,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,1,resid_in,1.000000,0.829845,0.287428,1.196438,30.651529,28.708105,30.651487,1.067696,1.000001,0.962160,0.962160,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,1,resid_out,1.000000,0.937302,0.040711,1.252812,104.438118,72.875221,104.438187,1.433109,0.999999,1.246787,1.246787,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,attn_out,0.250000,-0.066598,1.338807,0.433656,6.631068,7.211574,7.885374,0.919504,0.840933,-0.078877,0.078877,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,resid_in,0.500000,0.867916,0.165615,1.031725,77.493690,72.875221,104.438187,1.063375,0.742005,0.038658,0.038658,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,resid_out,0.500000,0.829753,0.144993,1.050791,91.735420,89.369141,121.883560,1.026478,0.752648,0.027470,0.027470,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,resid_in,0.750000,0.893188,0.115997,1.185907,89.026672,72.875221,104.438187,1.221632,0.852434,0.555771,0.555771,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,resid_out,0.750000,0.895735,0.069400,1.207306,104.254944,89.369141,121.883560,1.166565,0.855365,0.510053,0.510053,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,resid_in,1.000000,0.937302,0.040711,1.252812,104.438118,72.875221,104.438187,1.433109,0.999999,1.246787,1.246787,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,2,resid_out,1.000000,0.943260,0.046460,1.170417,121.883522,89.369141,121.883560,1.363821,1.000000,1.189573,1.189573,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,3,resid_in,0.500000,0.829753,0.144993,1.050791,91.735420,89.369141,121.883560,1.026478,0.752648,0.027470,0.027470,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,3,resid_out,0.500000,0.931978,0.128216,1.043215,94.895538,94.766731,126.792374,1.001359,0.748433,-0.013469,0.013469,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,3,resid_in,0.750000,0.895735,0.069400,1.207306,104.254944,89.369141,121.883560,1.166565,0.855365,0.510053,0.510053,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,3,resid_out,0.750000,0.921542,0.063009,1.151030,107.947029,94.766731,126.792374,1.139081,0.851368,0.472654,0.472654,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,3,resid_in,1.000000,0.943260,0.046460,1.170417,121.883522,89.369141,121.883560,1.363821,1.000000,1.189573,1.189573,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,3,resid_out,1.000000,0.953972,0.044547,1.103479,126.792328,94.766731,126.792374,1.337941,1.000000,1.174575,1.174575,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,4,resid_in,0.500000,0.931978,0.128216,1.043215,94.895538,94.766731,126.792374,1.001359,0.748433,-0.013469,0.013469,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,4,resid_out,0.500000,0.916612,0.122155,1.188853,103.282776,103.161835,134.437958,1.001172,0.768256,-0.041234,0.041234,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,4,resid_in,0.750000,0.921542,0.063009,1.151030,107.947029,94.766731,126.792374,1.139081,0.851368,0.472654,0.472654,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,4,resid_out,0.750000,0.934785,0.056945,1.127291,115.944801,103.161835,134.437958,1.123912,0.862441,0.449897,0.449897,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,4,resid_in,1.000000,0.953972,0.044547,1.103479,126.792328,94.766731,126.792374,1.337941,1.000000,1.174575,1.174575,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,4,resid_out,1.000000,0.954936,0.051201,1.092442,134.437897,103.161835,134.437958,1.303175,1.000000,1.167202,1.167202,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,5,resid_in,0.500000,0.916612,0.122155,1.188853,103.282776,103.161835,134.437958,1.001172,0.768256,-0.041234,0.041234,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,5,resid_out,0.500000,0.936213,0.181352,1.254101,103.156120,103.966370,133.596481,0.992207,0.772147,-0.112101,0.112101,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,5,resid_in,0.750000,0.934785,0.056945,1.127291,115.944801,103.161835,134.437958,1.123912,0.862441,0.449897,0.449897,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,5,resid_out,0.750000,0.949161,0.129256,1.071559,115.475471,103.966370,133.596481,1.110700,0.864360,0.384498,0.384498,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,5,resid_in,1.000000,0.954936,0.051201,1.092442,134.437897,103.161835,134.437958,1.303175,1.000000,1.167202,1.167202,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,5,resid_out,1.000000,0.954628,0.107890,1.065049,133.596466,103.966370,133.596481,1.284997,1.000000,1.114963,1.114963,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,mlp_out,0.250000,-0.086899,1.182351,0.997859,8206.869141,8206.875000,8206.877930,0.999999,0.999999,0.212851,0.212851,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,resid_in,0.500000,0.936213,0.181352,1.254101,103.156120,103.966370,133.596481,0.992207,0.772147,-0.112101,0.112101,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,resid_out,0.500000,0.952647,0.220293,1.237149,8207.049805,8207.084961,8207.157227,0.999996,0.999987,0.212839,0.212839,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,resid_in,0.750000,0.949161,0.129256,1.071559,115.475471,103.966370,133.596481,1.110700,0.864360,0.384498,0.384498,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,resid_out,0.750000,0.934310,0.129109,1.048185,8207.098633,8207.084961,8207.157227,1.000002,0.999993,0.212877,0.212877,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,resid_in,1.000000,0.954628,0.107890,1.065049,133.596466,103.966370,133.596481,1.284997,1.000000,1.114963,1.114963,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,6,resid_out,1.000000,0.953384,0.096334,1.061136,8207.204102,8207.084961,8207.157227,1.000015,1.000006,0.212959,0.212959,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,7,resid_in,0.500000,0.952647,0.220293,1.237149,8207.049805,8207.084961,8207.157227,0.999996,0.999987,0.212839,0.212839,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,7,resid_out,0.500000,0.943907,0.189031,1.168934,8206.969727,8207.044922,8207.117188,0.999991,0.999982,0.212840,0.212840,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,7,resid_in,0.750000,0.934310,0.129109,1.048185,8207.098633,8207.084961,8207.157227,1.000002,0.999993,0.212877,0.212877,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,7,resid_out,0.750000,0.926817,0.107417,1.036085,8207.031250,8207.044922,8207.117188,0.999998,0.999990,0.212888,0.212888,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
