model,source,scope,category,subtype,pair,patch_type,alpha,progress,both_progress,progress_drop,kl_ratio,both_kl_ratio,kl_ratio_vs_both,max_abs_norm_z,max_norm_z,max_z_metric,norm_ratio_flag,numeric_illegal,off_manifold,functional_failure,labels
qwen3,phase290,L0,logical,and_or,logic_and_or_catdog,cross_battn_amlp,1.000000,0.037204,0.984416,0.947212,0.905378,0.003201,282.803794,1.029363,-1.029363,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_tea,cross_battn_amlp,1.000000,0.122667,1.001116,0.878449,0.940080,0.014612,64.335452,1.911404,-1.911404,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_keys,cross_battn_amlp,1.000000,0.069977,0.954628,0.884652,1.035660,0.011155,92.845742,0.690161,0.690161,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_phone,cross_battn_amlp,1.000000,0.053485,0.906876,0.853390,0.949283,0.027562,34.441198,1.758509,1.758509,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_milk,cross_battn_amlp,1.000000,0.084039,1.033927,0.949888,0.979281,0.003811,256.961403,1.418171,1.418171,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_judge,cross_battn_amlp,1.000000,-0.009701,0.996916,1.006617,1.067541,0.007085,150.679211,0.563017,-0.563017,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_train,cross_battn_amlp,1.000000,0.002019,0.985826,0.983808,0.934562,0.001464,638.209331,0.698987,-0.698987,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,and_or,logic_and_or_report,cross_battn_amlp,1.000000,0.051015,1.032262,0.981247,1.063417,0.016556,64.229889,1.031456,1.031456,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,causal,logic_because_rain,cross_battn_amlp,1.000000,-0.038618,1.053017,1.091634,1.022548,0.002013,507.856907,1.406288,-1.406288,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,causal,logic_because_rain,attn,1.000000,0.031534,0.079549,0.048015,0.941071,0.891082,1.056100,3.007562,-3.007562,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,causal,logic_because_tired,cross_battn_amlp,1.000000,-0.121982,1.008781,1.130763,1.189414,0.002448,485.882452,1.285779,1.285779,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,causal,logic_because_noise,attn,0.500000,-0.008747,0.993682,1.002429,0.896091,0.001955,458.428525,1.755212,-1.755212,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,causal,logic_because_noise,cross_battn_amlp,1.000000,-0.043122,0.993682,1.036804,0.663173,0.001955,339.270885,1.381585,-1.381585,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,causal,logic_because_dark,cross_battn_amlp,1.000000,0.010913,0.996031,0.985117,1.027761,0.000365,2816.777301,1.756692,1.756692,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,causal,logic_because_sale,cross_battn_amlp,1.000000,0.147603,1.006871,0.859267,1.032300,0.011541,89.445618,1.548535,-1.548535,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,causal,logic_because_error,attn,0.500000,0.157711,0.992384,0.834673,1.142814,0.000863,1324.804680,1.649223,-1.649223,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,causal,logic_because_error,cross_battn_amlp,1.000000,0.155217,0.992384,0.837168,1.049400,0.000863,1216.514980,1.145540,-1.145540,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L1,logical,causal,logic_because_error,attn,0.750000,0.050843,0.087288,0.036445,0.926711,0.669287,1.384624,1.608940,-1.608940,L1.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L1,logical,causal,logic_because_error,attn,1.000000,0.103195,0.087288,-0.015907,0.848067,0.669287,1.267121,1.702659,-1.702659,L1.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,causal,logic_because_error,attn,0.750000,-0.019249,0.012768,0.032017,1.427476,1.099571,1.298211,2.743435,-2.743435,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,causal,logic_because_error,attn,1.000000,-0.066604,0.012768,0.079371,1.530675,1.099571,1.392065,3.773560,-3.773560,L6.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,causal,logic_because_wind,attn,0.250000,0.001801,1.013846,1.012045,0.945798,0.002940,321.698031,1.380177,-1.380177,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,causal,logic_because_wind,cross_battn_amlp,1.000000,0.007172,1.013846,1.006674,0.887086,0.002940,301.727835,1.290336,1.290336,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,causal,logic_because_wind,attn,0.750000,0.228318,0.246321,0.018003,1.061222,1.228605,0.863762,2.743313,-2.743313,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,causal,logic_because_wind,attn,1.000000,0.252554,0.246321,-0.006233,1.099085,1.228605,0.894580,3.773309,-3.773309,L6.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,causal,logic_because_busy,cross_battn_amlp,1.000000,0.022824,0.989060,0.966236,1.161467,0.001390,835.326047,1.095473,1.095473,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,causal,logic_because_busy,attn,0.750000,0.171243,0.215730,0.044486,3.365000,2.696200,1.248053,2.743450,-2.743450,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,causal,logic_because_busy,attn,1.000000,0.201110,0.215730,0.014620,2.997381,2.696200,1.111706,3.773591,-3.773591,L6.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,conditional,logic_if_rain,cross_battn_amlp,1.000000,0.332438,0.991521,0.659083,1.070513,0.000506,2116.926170,0.937572,-0.937572,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L3,logical,conditional,logic_if_rain,cross_battn_amlp,1.000000,-0.138543,0.610278,0.748821,0.961794,1.523028,0.631501,0.898031,0.898031,L3.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,conditional,logic_if_hungry,cross_battn_amlp,1.000000,0.022526,0.990295,0.967769,1.812725,0.002191,827.525790,1.070730,-1.070730,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L5,logical,conditional,logic_if_hungry,both,1.000000,-0.294631,-0.294631,0.000000,1.577678,1.577678,1.000000,2.663500,-2.663500,L5.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,conditional,logic_if_hungry,attn,1.000000,-0.059283,-0.168597,-0.109314,1.512269,1.346956,1.122731,2.505243,-2.505243,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,conditional,logic_if_alarm,cross_battn_amlp,1.000000,0.252865,0.991191,0.738325,1.366057,0.005592,244.280907,0.855427,-0.855427,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,conditional,logic_if_alarm,attn,1.000000,0.156698,-0.082332,-0.239030,0.740083,0.516840,1.431939,2.108372,-2.108372,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,conditional,logic_if_late,cross_battn_amlp,1.000000,-0.005285,0.987894,0.993179,0.796958,0.004221,188.800361,0.951316,0.951316,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,conditional,logic_if_late,attn,1.000000,0.189434,-0.293375,-0.482808,0.439590,0.970956,0.452739,2.160849,-2.160849,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,conditional,logic_if_ready,cross_battn_amlp,1.000000,0.039793,0.995728,0.955935,0.967883,0.010375,93.287641,1.234937,1.234937,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,conditional,logic_if_sick,cross_battn_amlp,1.000000,0.033086,0.996846,0.963760,0.785971,0.001542,509.675502,0.993662,-0.993662,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,conditional,logic_if_safe,attn,0.500000,0.079635,0.977519,0.897884,0.787510,0.001336,589.484173,2.138787,-2.138787,L0.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,conditional,logic_if_safe,cross_battn_amlp,1.000000,-0.054886,0.977519,1.032405,1.049108,0.001336,785.301017,0.898959,-0.898959,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,conditional,logic_if_needed,cross_battn_amlp,1.000000,0.131042,0.985200,0.854157,0.900330,0.000668,1346.837942,0.929667,-0.929667,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,contrast,logic_although_rain,cross_battn_amlp,1.000000,0.082126,1.026586,0.944460,1.044851,0.001348,775.279706,1.451565,-1.451565,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L3,logical,contrast,logic_although_rain,cross_battn_amlp,1.000000,0.001171,0.522402,0.521231,0.983684,1.421895,0.691812,1.443264,1.443264,L3.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,contrast,logic_although_tired,attn,0.500000,0.032077,1.001972,0.969895,1.274350,0.000685,1859.488483,1.830711,-1.830711,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_tired,cross_battn_amlp,1.000000,0.039665,1.001972,0.962307,0.763343,0.000685,1113.844731,1.820942,1.820942,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,contrast,logic_although_expensive,attn,0.500000,0.261542,1.011287,0.749744,0.718178,0.002663,269.718330,2.065912,-2.065912,L0.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_expensive,attn,0.750000,0.862518,1.011287,0.148769,0.520469,0.002663,195.466841,2.233219,-2.233219,L0.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_expensive,cross_battn_amlp,1.000000,0.281408,1.011287,0.729879,0.640665,0.002663,240.607844,1.274585,-1.274585,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,contrast,logic_although_expensive,attn,1.000000,-0.470449,-0.582173,-0.111724,2.228325,2.003203,1.112381,1.948168,-1.948168,L6.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_small,cross_battn_amlp,1.000000,-0.021446,0.992226,1.013671,1.152348,0.001835,628.126793,1.523822,1.523822,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,contrast,logic_although_small,attn,0.750000,-0.004419,0.104447,0.108866,1.536672,1.310704,1.172401,2.582487,-2.582487,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,contrast,logic_although_small,attn,1.000000,0.057569,0.104447,0.046878,1.055863,1.310704,0.805569,3.680891,-3.680891,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_late,cross_battn_amlp,1.000000,-0.027520,1.026658,1.054178,0.662508,0.003818,173.521322,1.302104,1.302104,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,contrast,logic_although_late,attn,0.750000,0.085727,-0.053998,-0.139725,2.351901,1.327076,1.772242,2.582473,-2.582473,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,contrast,logic_although_late,attn,1.000000,0.132712,-0.053998,-0.186710,2.892222,1.327076,2.179394,3.680841,-3.680841,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_new,cross_battn_amlp,1.000000,0.036914,1.049234,1.012320,0.916658,0.001503,609.836973,1.174107,-1.174107,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,contrast,logic_although_new,attn,0.750000,0.093072,0.061433,-0.031639,0.883406,0.904606,0.976564,2.582491,-2.582491,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,contrast,logic_although_new,attn,1.000000,0.087983,0.061433,-0.026550,0.805755,0.904606,0.890725,3.680898,-3.680898,L6.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_cold,attn,0.500000,0.197116,1.003430,0.806314,0.938909,0.000458,2048.638667,1.857992,-1.857992,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_cold,mlp,0.500000,0.334673,1.003430,0.668757,0.552483,0.000458,1205.483186,1.403141,-1.403141,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_cold,both,0.500000,1.008295,1.003430,-0.004865,0.130651,0.000458,285.071452,1.422279,-1.422279,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_cold,resid,0.500000,1.001220,1.003430,0.002210,0.163244,0.000458,356.188631,1.402166,-1.402166,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_cold,mlp,0.750000,0.919354,1.003430,0.084077,0.159550,0.000458,348.128761,1.375823,-1.375823,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,contrast,logic_although_cold,cross_battn_amlp,1.000000,-0.008069,1.003430,1.011499,0.984563,0.000458,2148.253588,1.391091,-1.391091,L0.next_layer_out,1.000000,0.000000,1.000000,1.000000,off_manifold_functional_failure
qwen3,phase290,L1,logical,contrast,logic_although_cold,attn,0.750000,0.208810,0.276482,0.067672,0.801418,0.612403,1.308646,1.487282,-1.487282,L1.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L1,logical,contrast,logic_although_cold,attn,1.000000,0.106604,0.276482,0.169878,0.989809,0.612403,1.616272,1.527000,-1.527000,L1.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,contrast,logic_although_cold,cross_aattn_bmlp,1.000000,-0.095827,0.443548,0.539375,0.613889,0.303049,2.025709,0.855803,0.855803,L6.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,contrast,logic_although_busy,cross_battn_amlp,1.000000,0.050704,1.030037,0.979332,0.986318,0.000562,1755.763085,1.242088,-1.242088,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,contrast,logic_although_busy,attn,1.000000,-0.041202,-0.001853,0.039348,0.897790,0.737568,1.217231,1.948607,-1.948607,L6.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,inference,logic_therefore_rain,cross_battn_amlp,1.000000,0.077962,1.022593,0.944631,1.106566,0.004804,230.349786,1.308684,1.308684,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,inference,logic_therefore_study,cross_battn_amlp,1.000000,-0.041390,0.992661,1.034051,1.157614,0.006784,170.634993,1.985895,1.985895,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,inference,logic_therefore_heat,cross_battn_amlp,1.000000,0.043053,0.996906,0.953853,0.859634,0.012314,69.810709,0.758341,-0.758341,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,inference,logic_therefore_save,cross_battn_amlp,1.000000,0.039311,0.972801,0.933489,0.969594,0.034769,27.886355,1.222032,-1.222032,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,inference,logic_therefore_alarm,cross_battn_amlp,1.000000,-0.011705,0.995633,1.007339,0.956359,0.000438,2182.344865,1.207578,-1.207578,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L5,logical,inference,logic_therefore_alarm,both,1.000000,0.017370,0.017370,0.000000,1.124643,1.124643,1.000000,2.770427,-2.770427,L5.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_alarm,attn,0.500000,0.005371,-0.064942,-0.070313,0.921476,0.878921,1.048417,2.903778,-2.903778,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_alarm,attn,0.750000,0.001155,-0.064942,-0.066098,0.909811,0.878921,1.035145,3.868134,-3.868134,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_alarm,attn,1.000000,0.027010,-0.064942,-0.091952,0.969653,0.878921,1.103231,4.482701,-4.482701,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,inference,logic_therefore_traffic,cross_battn_amlp,1.000000,-0.115576,1.006305,1.121880,0.997519,0.003661,272.465168,1.558477,-1.558477,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,logical,inference,logic_therefore_traffic,attn,0.750000,-0.027061,0.338408,0.365469,0.736790,0.444791,1.656486,2.503878,-2.503878,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_traffic,attn,1.000000,0.140184,0.338408,0.198224,0.680551,0.444791,1.530048,3.708013,-3.708013,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,logical,inference,logic_therefore_battery,cross_battn_amlp,1.000000,0.192832,0.987771,0.794939,1.418774,0.019580,72.460194,0.806088,0.806088,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,logical,inference,logic_therefore_training,cross_battn_amlp,1.000000,0.007829,0.989998,0.982169,1.131424,0.002743,412.527907,1.211402,1.211402,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L5,logical,inference,logic_therefore_training,both,0.750000,0.089808,0.138577,0.048769,0.826098,0.809440,1.020581,2.901259,-2.901259,L5.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L5,logical,inference,logic_therefore_training,mlp,1.000000,0.135460,0.138577,0.003117,0.746689,0.809440,0.922477,2.452261,-2.452261,L5.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L5,logical,inference,logic_therefore_training,both,1.000000,0.138577,0.138577,0.000000,0.809440,0.809440,1.000000,3.629535,-3.629535,L5.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L5,logical,inference,logic_therefore_training,cross_aattn_bmlp,1.000000,0.135460,0.138577,0.003117,0.746689,0.809440,0.922477,2.452261,-2.452261,L5.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_training,attn,0.500000,0.017108,0.251458,0.234350,0.942616,0.991370,0.950821,2.929822,-2.929822,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_training,attn,0.750000,0.018246,0.251458,0.233212,0.947269,0.991370,0.955515,3.880189,-3.880189,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L6,logical,inference,logic_therefore_training,attn,1.000000,0.077907,0.251458,0.173551,0.886187,0.991370,0.893901,4.456219,-4.456219,L6.next_resid_in,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,negation,existential_no,neg_found_nothing,cross_battn_amlp,1.000000,0.044836,0.983437,0.938600,1.040387,0.005272,197.343449,2.131113,-2.131113,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,negation,existential_no,neg_no_one_came,mlp,1.000000,0.365320,0.543763,0.178442,0.241795,0.175670,1.376418,1.295736,-1.295736,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L0,negation,existential_no,neg_no_one_came,cross_aattn_bmlp,1.000000,0.365320,0.543763,0.178442,0.241795,0.175670,1.376418,1.295736,-1.295736,L0.next_layer_out,1.000000,0.000000,1.000000,0.000000,off_manifold_no_drop
qwen3,phase290,L7,negation,existential_no,neg_no_one_came,cross_battn_amlp,1.000000,0.010581,0.984042,0.973462,1.125732,0.309866,3.632968,1.544024,1.544024,L7.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L8,negation,existential_no,neg_no_one_came,cross_battn_amlp,1.000000,-0.025149,0.621312,0.646461,0.979249,0.358448,2.731917,1.544013,1.544013,L8.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,negation,existential_no,neg_no_food,cross_battn_amlp,1.000000,0.006076,0.986724,0.980648,1.020994,0.003384,301.756365,1.162503,-1.162503,L0.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,negation,existential_no,neg_no_idea,cross_battn_amlp,1.000000,0.222453,1.008740,0.786287,0.672814,0.009781,68.787509,1.114043,-1.114043,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,negation,existential_no,neg_no_idea,cross_battn_amlp,1.000000,0.080931,0.589394,0.508463,0.705541,0.730071,0.966401,1.442466,-1.442466,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,negation,existential_no,neg_no_reason,cross_battn_amlp,1.000000,0.086698,0.998344,0.911646,0.894797,0.007506,119.214542,1.163418,-1.163418,L0.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L7,negation,existential_no,neg_no_reason,cross_battn_amlp,1.000000,0.144145,0.694009,0.549865,0.546612,0.295012,1.852849,0.565264,0.565264,L7.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L0,negation,existential_no,neg_no_choice,cross_battn_amlp,1.000000,0.053757,1.013960,0.960203,0.888413,0.016525,53.761746,1.214348,1.214348,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L4,negation,lexical_not_adj,neg_happy,cross_battn_amlp,1.000000,0.009353,1.487397,1.478044,1.032182,0.634541,1.626657,1.973676,-1.973676,L4.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L5,negation,lexical_not_adj,neg_happy,cross_battn_amlp,1.000000,-0.224181,0.854993,1.079174,1.037921,0.435887,2.381167,1.813393,-1.813393,L5.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L2,negation,lexical_not_adj,neg_open,cross_battn_amlp,1.000000,-0.039615,0.628650,0.668265,0.356944,0.265667,1.343575,1.385561,-1.385561,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L3,negation,lexical_not_adj,neg_possible,cross_battn_amlp,1.000000,0.242905,1.014363,0.771458,0.896717,0.493200,1.818159,1.607368,1.607368,L3.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L4,negation,lexical_not_adj,neg_possible,cross_battn_amlp,1.000000,0.089455,1.019939,0.930484,1.120713,0.507122,2.209949,0.893999,-0.893999,L4.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L6,negation,lexical_not_adj,neg_possible,cross_battn_amlp,1.000000,0.091730,0.626858,0.535128,0.748443,0.669076,1.118622,0.839992,-0.839992,L6.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L3,negation,lexical_not_adj,neg_ready,cross_battn_amlp,1.000000,-0.029821,0.529168,0.558989,1.358526,0.220479,6.161690,1.630225,-1.630225,L3.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L1,negation,lexical_not_adj,neg_important,cross_aattn_bmlp,1.000000,-0.144039,0.622981,0.767020,0.768289,1.017697,0.754930,1.207624,-1.207624,L1.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L2,negation,lexical_not_adj,neg_important,cross_battn_amlp,1.000000,-0.088608,0.672086,0.760694,0.636908,0.168640,3.776731,1.551208,-1.551208,L2.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L3,negation,lexical_not_adj,neg_important,cross_battn_amlp,1.000000,0.133106,0.804141,0.671035,0.653624,0.333131,1.962065,1.457974,-1.457974,L3.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L4,negation,lexical_not_adj,neg_important,cross_battn_amlp,1.000000,-0.146111,0.923863,1.069974,0.679345,0.645362,1.052658,1.855830,-1.855830,L4.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
qwen3,phase290,L4,negation,lexical_not_adj,neg_important,cross_aattn_bmlp,1.000000,0.398972,0.923863,0.524891,0.333804,0.645362,0.517236,1.870005,-1.870005,L4.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
