model,source,scope,category,subtype,pair,patch_type,alpha,progress,both_progress,progress_drop,kl_ratio,both_kl_ratio,kl_ratio_vs_both,max_abs_norm_z,max_norm_z,max_z_metric,norm_ratio_flag,numeric_illegal,off_manifold,functional_failure,labels
glm4,phase290,L0,negation,never,neg_forgets_face,cross_battn_amlp,1.000000,-0.043067,0.989044,1.032111,1.034220,0.026259,39.384855,1.307326,-1.307326,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,never,neg_forgets_face,cross_battn_amlp,1.000000,-0.014417,0.901411,0.915828,1.037688,0.043695,23.748274,1.307639,-1.307639,L1.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,never,neg_forgets_face,cross_battn_amlp,1.000000,0.046895,0.672228,0.625333,0.982795,0.136103,7.220967,0.908752,-0.908752,L2.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,negation,never,neg_forgets_face,cross_battn_amlp,1.000000,-0.008935,0.599269,0.608203,1.016234,0.637820,1.593293,0.878376,-0.878376,L3.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,never,neg_forgets_face,cross_battn_amlp,1.000000,0.082768,0.607466,0.524698,0.953643,0.269761,3.535137,0.788613,-0.788613,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L7,negation,never,neg_forgets_face,cross_battn_amlp,1.000000,-0.019315,0.590076,0.609391,1.016090,0.418248,2.429395,0.756313,-0.756313,L7.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,never,neg_late,cross_battn_amlp,1.000000,0.006662,1.011556,1.004895,0.983794,0.002684,366.587398,1.542031,-1.542031,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,never,neg_late,cross_battn_amlp,1.000000,-0.002346,0.882967,0.885314,1.010219,0.126268,8.000579,1.870342,-1.870342,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,scope_quantifier,neg_not_all,cross_battn_amlp,1.000000,-0.033378,0.939209,0.972587,1.046128,0.018998,55.065011,1.475668,-1.475668,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,scope_quantifier,neg_not_all,cross_battn_amlp,1.000000,-0.070350,0.995377,1.065727,1.106029,0.094562,11.696304,1.169650,-1.169650,L2.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L4,negation,scope_quantifier,neg_not_all,cross_battn_amlp,1.000000,0.163284,0.673042,0.509758,0.961284,0.304837,3.153440,0.949048,-0.949048,L4.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,scope_quantifier,neg_not_all,cross_battn_amlp,1.000000,0.037816,0.544769,0.506953,1.018492,0.287649,3.540740,0.944954,-0.944954,L5.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,scope_quantifier,neg_not_all,cross_battn_amlp,1.000000,-0.044137,0.624227,0.668364,1.050033,0.490819,2.139349,0.835100,0.835100,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,scope_quantifier,neg_not_everyone,cross_battn_amlp,1.000000,0.254421,0.893293,0.638873,1.724167,0.010929,157.759032,2.235663,-2.235663,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,scope_quantifier,neg_not_everyone,cross_battn_amlp,1.000000,0.087762,0.859182,0.771419,1.301055,0.117341,11.087828,2.002542,-2.002542,L1.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,scope_quantifier,neg_not_everyone,cross_battn_amlp,1.000000,0.039778,0.663451,0.623673,0.778392,0.705524,1.103282,2.096919,-2.096919,L2.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,negation,scope_quantifier,neg_not_everyone,cross_battn_amlp,1.000000,0.042940,0.548763,0.505822,0.670154,0.326524,2.052390,2.273383,-2.273383,L3.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,scope_quantifier,neg_not_always,cross_battn_amlp,1.000000,0.337624,0.914532,0.576908,1.681924,0.262347,6.411063,0.884190,0.884190,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,scope_quantifier,neg_not_always,cross_battn_amlp,1.000000,0.293512,0.827132,0.533620,0.820159,0.425535,1.927361,0.275570,-0.275570,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,scope_quantifier,neg_not_always,cross_battn_amlp,1.000000,0.022254,0.530834,0.508580,0.949665,0.993695,0.955691,0.262445,0.262445,L6.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,scope_quantifier,neg_not_entirely,cross_battn_amlp,1.000000,0.425552,0.997375,0.571823,2.501335,0.020315,123.126820,0.795632,-0.795632,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,scope_quantifier,neg_not_entirely,cross_battn_amlp,1.000000,0.301019,0.882029,0.581010,0.896382,0.109819,8.162331,0.916834,-0.916834,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L7,negation,scope_quantifier,neg_not_entirely,cross_battn_amlp,1.000000,0.065751,0.610773,0.545023,1.024165,0.879893,1.163966,0.666663,-0.666663,L7.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L8,negation,scope_quantifier,neg_not_entirely,cross_battn_amlp,1.000000,0.074861,0.620452,0.545591,0.798564,0.521446,1.531440,0.823694,-0.823694,L8.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,scope_quantifier,neg_not_necessarily,cross_battn_amlp,1.000000,0.014131,0.757011,0.742880,1.005017,0.127861,7.860217,2.369564,2.369564,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,scope_quantifier,neg_not_necessarily,cross_battn_amlp,1.000000,0.043545,0.693338,0.649793,0.949084,0.233139,4.070895,1.075686,1.075686,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,scope_quantifier,neg_not_necessarily,cross_battn_amlp,1.000000,0.002595,0.687166,0.684571,0.985688,0.355728,2.770907,0.504400,-0.504400,L6.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,scope_quantifier,neg_not_necessarily,cross_aattn_bmlp,1.000000,0.152631,0.687166,0.534534,1.016772,0.355728,2.858288,0.996944,-0.996944,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,-0.026696,1.015903,1.042599,1.078042,0.089816,12.002731,1.122925,-1.122925,L0.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,0.094818,0.857246,0.762429,0.947496,0.040980,23.120703,0.945506,-0.945506,L1.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,-0.003339,0.823425,0.826763,1.016247,0.292930,3.469247,0.682277,-0.682277,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,0.112355,0.713482,0.601127,0.993974,0.274812,3.616920,0.828785,-0.828785,L3.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L4,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,0.041658,0.671615,0.629957,0.919610,0.261123,3.521755,0.774503,-0.774503,L4.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,-0.016823,0.733448,0.750271,0.996403,0.248852,4.004005,0.825734,-0.825734,L5.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,scope_quantifier,neg_not_completely,cross_battn_amlp,1.000000,0.010929,0.659486,0.648557,0.990922,0.504814,1.962945,0.668909,-0.668909,L6.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_agree,cross_battn_amlp,1.000000,-0.044180,0.965267,1.009447,0.980209,0.029529,33.194832,0.486690,0.486690,L0.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_agree,cross_battn_amlp,1.000000,0.073604,0.773112,0.699508,0.935317,0.173245,5.398796,0.538921,0.538921,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_agree,cross_battn_amlp,1.000000,0.011542,0.933391,0.921849,1.000390,0.058015,17.243768,1.114430,1.114430,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L4,negation,syntactic_do_not,neg_agree,cross_battn_amlp,1.000000,0.249867,0.829794,0.579927,0.562010,0.129370,4.344225,1.068678,1.068678,L4.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L7,negation,syntactic_do_not,neg_agree,cross_battn_amlp,1.000000,-0.000404,0.501922,0.502326,1.004994,0.466719,2.153317,0.363673,-0.363673,L7.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_remember,cross_battn_amlp,1.000000,-0.039261,0.981080,1.020341,0.984544,0.584143,1.685451,1.688822,-1.688822,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_remember,cross_battn_amlp,1.000000,0.074960,0.730438,0.655479,0.998271,0.097816,10.205554,1.599311,-1.599311,L1.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_remember,cross_battn_amlp,1.000000,0.004236,0.925878,0.921642,1.020612,0.084620,12.061105,0.982568,-0.982568,L2.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,negation,syntactic_do_not,neg_remember,cross_battn_amlp,1.000000,-0.005930,0.672070,0.677999,1.033052,0.258482,3.996605,1.302900,-1.302900,L3.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,syntactic_do_not,neg_remember,cross_battn_amlp,1.000000,-0.007519,0.764670,0.772189,1.003277,0.459847,2.181763,0.711612,-0.711612,L5.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,syntactic_do_not,neg_remember,cross_battn_amlp,1.000000,-0.002219,0.815900,0.818119,0.985492,0.404799,2.434521,0.535227,-0.535227,L6.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_understand,cross_battn_amlp,1.000000,-0.052192,0.989322,1.041514,1.012123,0.032000,31.628721,1.253956,-1.253956,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_understand,cross_battn_amlp,1.000000,0.315308,0.987335,0.672027,0.542134,0.022819,23.757613,1.188065,-1.188065,L1.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_understand,cross_battn_amlp,1.000000,-0.010420,0.722714,0.733133,0.924728,0.271286,3.408684,1.058687,-1.058687,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_know,cross_battn_amlp,1.000000,-0.065859,0.932721,0.998580,1.009349,0.033242,30.363445,0.669453,-0.669453,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_know,cross_battn_amlp,1.000000,-0.006766,0.920293,0.927059,1.053230,0.007522,140.018249,0.960052,-0.960052,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_know,cross_battn_amlp,1.000000,-0.036743,0.708999,0.745742,1.025515,0.169658,6.044608,0.653653,-0.653653,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,negation,syntactic_do_not,neg_know,cross_battn_amlp,1.000000,0.125259,0.650673,0.525414,0.887921,0.364098,2.438684,0.845992,-0.845992,L3.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,syntactic_do_not,neg_know,cross_battn_amlp,1.000000,0.049357,0.785674,0.736317,0.896339,0.308835,2.902327,0.825527,-0.825527,L5.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,syntactic_do_not,neg_know,cross_battn_amlp,1.000000,0.142157,0.694579,0.552422,0.832986,0.274116,3.038804,0.861969,-0.861969,L6.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_believe,cross_battn_amlp,1.000000,0.032551,0.858070,0.825519,0.953907,0.041413,23.034159,1.332148,-1.332148,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_believe,cross_battn_amlp,1.000000,-0.012995,0.828648,0.841643,1.037144,0.033660,30.812634,1.199647,-1.199647,L1.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_believe,cross_battn_amlp,1.000000,0.200858,0.744597,0.543740,0.946990,0.082860,11.428752,0.989640,-0.989640,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,syntactic_do_not,neg_believe,cross_battn_amlp,1.000000,0.034806,0.571176,0.536369,0.987889,0.241136,4.096817,1.162654,-1.162654,L5.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,syntactic_do_not,neg_believe,cross_battn_amlp,1.000000,-0.011884,0.680926,0.692810,0.973803,0.503300,1.934837,0.984331,-0.984331,L6.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L8,negation,syntactic_do_not,neg_believe,cross_battn_amlp,1.000000,-0.015635,0.504252,0.519887,1.033847,0.607524,1.701739,0.887567,-0.887567,L8.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_support,cross_battn_amlp,1.000000,0.020965,0.889334,0.868369,1.012097,0.087776,11.530449,0.595893,-0.595893,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_support,cross_battn_amlp,1.000000,-0.037104,0.921705,0.958809,1.021193,0.127978,7.979414,0.660804,-0.660804,L1.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_support,cross_battn_amlp,1.000000,0.030172,0.777022,0.746850,1.023795,0.103039,9.935960,0.641496,-0.641496,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L7,negation,syntactic_do_not,neg_support,cross_battn_amlp,1.000000,0.029152,0.589073,0.559921,1.009256,0.414300,2.436052,0.949933,-0.949933,L7.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_accept,cross_battn_amlp,1.000000,-0.057236,0.971325,1.028561,0.998879,0.044081,22.659896,0.616651,0.616651,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_accept,cross_battn_amlp,1.000000,-0.065504,0.919091,0.984595,1.007853,0.031780,31.713013,0.440444,-0.440444,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_accept,cross_battn_amlp,1.000000,0.071818,0.760041,0.688223,0.982621,0.099260,9.899442,0.551586,-0.551586,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,syntactic_do_not,neg_accept,cross_battn_amlp,1.000000,-0.011019,0.616897,0.627917,0.986996,0.311515,3.168379,0.676936,-0.676936,L5.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,syntactic_do_not,neg_accept,cross_battn_amlp,1.000000,0.043357,0.614066,0.570709,0.986673,0.181868,5.425227,0.649141,-0.649141,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,negation,syntactic_do_not,neg_expect,cross_battn_amlp,1.000000,-0.039978,0.936519,0.976497,1.050081,0.164979,6.364948,1.218935,-1.218935,L0.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,negation,syntactic_do_not,neg_expect,cross_battn_amlp,1.000000,0.141619,0.780629,0.639011,0.965025,0.140633,6.861984,1.219996,-1.219996,L1.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,negation,syntactic_do_not,neg_expect,cross_battn_amlp,1.000000,-0.011912,0.754472,0.766384,1.016513,0.195040,5.211821,1.240666,-1.240666,L2.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,negation,syntactic_do_not,neg_expect,cross_battn_amlp,1.000000,0.015103,0.671120,0.656017,1.078346,0.519643,2.075168,1.312647,-1.312647,L5.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,negation,syntactic_do_not,neg_expect,cross_battn_amlp,1.000000,-0.007255,0.753525,0.760781,1.009282,0.340135,2.967301,1.121649,-1.121649,L6.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_dog_cat,cross_battn_amlp,1.000000,-0.117798,0.936755,1.054554,1.013303,0.013438,75.405739,0.537866,0.537866,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,passive,by_phrase,pass_dog_cat,cross_battn_amlp,1.000000,0.110392,0.827829,0.717438,0.830841,0.177887,4.670606,1.606627,1.606627,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_dog_cat,cross_battn_amlp,1.000000,0.052529,0.929352,0.876824,0.880173,0.211087,4.169718,0.719409,0.719409,L2.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L4,passive,by_phrase,pass_dog_cat,cross_battn_amlp,1.000000,-0.056207,0.631032,0.687239,1.007898,0.231900,4.346269,1.919585,1.919585,L4.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,passive,by_phrase,pass_dog_cat,cross_battn_amlp,1.000000,-0.086208,0.648408,0.734616,1.068058,0.178568,5.981232,0.977594,0.977594,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,-0.008816,1.194105,1.202921,1.010677,0.104804,9.643457,0.250639,0.250639,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,0.044342,0.785739,0.741397,0.974746,0.248618,3.920651,0.546402,0.546402,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,-0.007336,0.696575,0.703911,1.033248,0.272766,3.788034,0.342663,-0.342663,L2.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,-0.010950,0.658826,0.669776,0.994439,0.493676,2.014356,0.751956,-0.751956,L3.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L4,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,0.137221,0.789278,0.652057,0.899358,0.393849,2.283512,1.006416,1.006416,L4.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,0.023405,0.625708,0.602303,0.965108,0.628870,1.534669,0.156490,0.156490,L5.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,passive,by_phrase,pass_teacher_student,cross_battn_amlp,1.000000,0.062794,0.755697,0.692904,0.898185,0.488538,1.838518,1.477979,1.477979,L6.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_author_book,cross_battn_amlp,1.000000,-0.003134,1.105448,1.108583,1.033688,0.119943,8.618197,0.548061,-0.548061,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,passive,by_phrase,pass_author_book,cross_battn_amlp,1.000000,0.049036,0.569413,0.520376,1.057178,0.455146,2.322725,0.604006,0.604006,L1.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_author_book,cross_battn_amlp,1.000000,-0.016262,0.728565,0.744826,1.057407,0.285639,3.701896,1.156633,1.156633,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,passive,by_phrase,pass_author_book,cross_battn_amlp,1.000000,0.015884,0.517563,0.501679,1.071465,0.382385,2.802060,0.068957,-0.068957,L5.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_workers_bridge,cross_battn_amlp,1.000000,0.049074,0.768207,0.719132,1.060371,0.071873,14.753415,0.300925,-0.300925,L0.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,passive,by_phrase,pass_workers_bridge,cross_battn_amlp,1.000000,0.029202,0.590564,0.561362,0.942192,0.272839,3.453295,0.529157,0.529157,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_workers_bridge,cross_battn_amlp,1.000000,0.020574,0.675492,0.654917,1.022421,0.259884,3.934143,0.339780,0.339780,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,passive,by_phrase,pass_workers_bridge,cross_battn_amlp,1.000000,-0.008117,0.495319,0.503436,1.000644,0.647018,1.546548,0.540228,-0.540228,L5.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,passive,by_phrase,pass_workers_bridge,cross_battn_amlp,1.000000,-0.004467,0.550084,0.554551,0.955217,0.421320,2.267200,0.571568,-0.571568,L6.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_chef_meal,cross_battn_amlp,1.000000,0.002344,1.093043,1.090699,0.991784,0.183848,5.394578,0.822276,0.822276,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,passive,by_phrase,pass_chef_meal,cross_battn_amlp,1.000000,0.021036,0.706945,0.685910,0.956514,0.197575,4.841275,1.795875,1.795875,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_chef_meal,cross_battn_amlp,1.000000,-0.015966,0.565103,0.581069,1.016858,0.261657,3.886233,1.234645,1.234645,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,passive,by_phrase,pass_chef_meal,cross_battn_amlp,1.000000,-0.005565,0.506705,0.512270,0.985835,0.406238,2.426745,0.870964,0.870964,L3.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L6,passive,by_phrase,pass_chef_meal,cross_battn_amlp,1.000000,0.001653,0.548037,0.546384,0.984051,0.382890,2.570061,0.666393,0.666393,L6.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_artist_picture,cross_battn_amlp,1.000000,0.003467,1.003264,0.999797,1.013627,0.077293,13.114065,0.532168,0.532168,L0.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_artist_picture,cross_battn_amlp,1.000000,0.012139,0.569831,0.557692,1.002654,0.333919,3.002685,0.736803,0.736803,L2.attn,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L0,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,0.010355,1.093593,1.083238,1.064830,0.021195,50.240471,0.991119,0.991119,L0.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L1,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,0.031756,1.014290,0.982534,0.916231,0.122315,7.490741,1.995122,1.995122,L1.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L2,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,0.008884,0.814474,0.805589,1.023187,0.160383,6.379653,0.585737,0.585737,L2.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L3,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,0.012962,0.658407,0.645445,0.980415,0.402627,2.435043,1.237020,1.237020,L3.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L4,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,-0.007058,0.710221,0.717279,0.974549,0.149686,6.510644,1.369608,1.369608,L4.mlp,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L5,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,-0.005578,0.503510,0.509088,1.057815,0.474451,2.229554,0.520089,0.520089,L5.next_resid_in,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
glm4,phase290,L7,passive,by_phrase,pass_storm_roof,cross_battn_amlp,1.000000,0.003949,0.562399,0.558450,1.003007,0.387500,2.588406,0.481360,0.481360,L7.next_layer_out,0.000000,0.000000,0.000000,1.000000,norm_normal_functional_failure
